A;-0.46208093;-0.107739076;8.942344
O;338.6272;-6.8198304;-3.5941565
A;-0.545878;0.009576807;9.995792
O;338.19843;-6.0800242;-3.5523238
A;-0.51714754;-0.7733272;10.271125
O;337.53027;-5.10309;-4.6199837
A;-1.163582;-0.34237084;9.799467
O;338.88248;-5.1580977;-5.8583612
A;-1.5514427;-0.28491;9.203311
O;338.76898;-5.021578;-7.6198726
A;-1.1492168;-0.31124622;9.306262
O;338.58743;-4.6647143;-10.091928
A;-3.040636;-0.23702596;8.834604
O;338.995;-4.548264;-12.860573
A;-2.8658595;-0.5793968;8.870518
O;339.3478;-4.2895765;-15.853335
A;-3.572149;-0.39264908;8.683769
O;339.51526;-3.6890767;-18.310734
A;-4.793192;-0.8379706;8.042124
O;338.36;-2.6470447;-21.941507
A;-4.9559975;-0.7350199;7.9367785
O;337.66553;-2.7813587;-25.479912
A;-6.6079965;-0.7110779;6.10282
O;338.01083;-2.5297174;-31.115765
A;-6.993463;-1.1563994;7.015011
O;337.64853;-1.3867847;-35.50892
A;-8.025364;-1.067814;7.240066
O;337.66562;-2.1010218;-39.15591
A;-7.489063;-0.35673606;4.8578353
O;337.2247;-3.4414098;-44.158997
A;-8.872911;-0.6775591;5.2720323
O;336.60193;-3.6301508;-49.42536
A;-9.507375;-0.16759412;2.882619
O;336.06982;-4.029759;-54.179047
A;-9.938332;-0.34476504;2.336741
O;335.55933;-3.9904857;-59.10181
A;-9.43076;-0.4405331;2.1045034
O;335.3612;-4.1497355;-61.193954
A;-8.949526;-0.2681506;0.5746084
O;335.56595;-4.488618;-65.27941
A;-8.932767;-0.39504328;-0.30885202
O;335.1461;-4.193991;-70.57362
A;-10.079589;-0.50517654;-0.5530606
O;334.7918;-3.9910252;-74.93873
A;-9.473856;-0.25139117;-2.0853498
O;334.61462;-4.179202;-78.13811
A;-8.497022;0.18195933;-3.3135753
O;333.8987;-5.0496106;-82.29535
A;-9.923966;-0.45010993;-3.2202013
O;333.4559;-4.987495;-88.2142
A;-8.080431;0.37588966;-4.900931
O;329.099;-174.69585;-87.282684
A;-8.748413;-0.04070143;-5.604826
O;323.78397;-174.84558;-82.13479
A;-7.7931266;0.10295067;-5.705383
O;320.94174;-174.34007;-78.76395
A;-6.3350577;-0.12210429;-6.612785
O;320.87766;-174.26335;-75.173454
A;-5.5760956;0.059855044;-6.715736
O;320.14307;-174.2789;-68.29814
A;-4.465186;0.0047884034;-7.9607205
O;320.46436;-174.16846;-64.06333
A;-3.7014358;0.3854665;-8.990228
O;318.2114;-173.6437;-60.30604
A;-2.3439236;0.4357447;-9.61272
O;316.51605;-173.34319;-57.420616
A;-2.528277;0.5363012;-10.048465
O;317.23593;-173.42453;-53.840847
A;-0.7134721;0.14844051;-8.956709
O;313.28583;-172.75278;-50.86062
A;-1.1540052;-0.0047884034;-8.746018
O;316.29126;-173.24626;-48.306263
A;-0.04070143;1.0151415;-10.737994
O;312.55405;-172.72005;-47.25055
A;0.5746084;0.51235914;-10.0748005
O;308.51706;-172.07956;-42.216602
A;0.3184288;0.32321724;-10.120291
O;312.03543;-172.52844;-40.613667
A;0.5722142;0.93852705;-13.163321
O;311.37415;-172.51811;-40.48052
A;-6.588843;1.2617443;-7.5345526
O;266.41132;-164.10027;-59.68048
