Time Stamp,X_Acc,Y_Acc,Z_Acc,X_Orient,Y_Orient,Z_Orient
'21-Oct-2021 12:25:51.474',-2.566003,-0.737288,4.723731,104.632078,0.392674,-1.152567
'21-Oct-2021 12:25:51.493',-3.377469,0.204885,4.904389,106.592861,-1.358401,0.08489
'21-Oct-2021 12:25:51.512',-3.850351,0.800997,5.505586,108.22376,-2.852437,1.340071
'21-Oct-2021 12:25:51.531',-3.717549,1.121636,5.896812,109.451705,-4.108157,2.458015
'21-Oct-2021 12:25:51.550',-2.949154,1.44018,6.263213,110.28087,-5.172054,3.161391
'21-Oct-2021 12:25:51.569',-2.22712,1.849353,6.655935,110.819177,-6.105749,3.326556
'21-Oct-2021 12:25:51.588',-1.869393,2.128416,6.959824,111.18546,-6.89152,2.924289
'21-Oct-2021 12:25:51.607',-1.517349,2.182254,6.495317,111.450717,-7.492233,2.073145
'21-Oct-2021 12:25:51.626',-0.715454,2.274378,6.036792,111.609253,-7.874476,1.081433
'21-Oct-2021 12:25:51.645',0.399003,2.316252,6.776773,111.684596,-7.987212,0.466678
'21-Oct-2021 12:25:51.664',1.149751,1.843371,8.492127,111.766975,-7.71495,0.49782
'21-Oct-2021 12:25:51.683',0.662513,1.08335,8.462217,111.813516,-7.055676,0.930024
'21-Oct-2021 12:25:51.702',-0.862613,0.566202,8.108976,111.927382,-6.249277,1.482563
'21-Oct-2021 12:25:51.721',-2.388934,0.234796,10.272088,112.188555,-5.246528,2.348129
'21-Oct-2021 12:25:51.740',-3.071188,-0.11007,12.688839,112.504779,-3.937224,3.869418
'21-Oct-2021 12:25:51.759',-2.59711,-0.626022,12.916456,112.708886,-2.588322,5.470531
'21-Oct-2021 12:25:51.778',-1.488635,-0.905982,11.635399,112.788765,-1.553416,6.209182
'21-Oct-2021 12:25:51.797',-0.806381,-0.691825,10.850254,112.829787,-0.923336,5.936933
'21-Oct-2021 12:25:51.816',-0.732204,-0.240479,10.275678,112.939247,-0.51791,5.123455
'21-Oct-2021 12:25:51.835',-0.654138,0.094516,9.736994,113.136162,-0.2146,4.184906
'21-Oct-2021 12:25:51.854',-0.545264,0.128016,9.491729,113.314122,-0.005442,3.479136
'21-Oct-2021 12:25:51.872',-0.757328,-0.059821,9.882956,113.396085,0.172451,3.24311
'21-Oct-2021 12:25:51.892',-1.238585,-0.3999,10.249356,113.396549,0.375728,3.413688
'21-Oct-2021 12:25:51.910',-1.578366,-0.703789,10.172787,113.267438,0.577093,3.83072
'21-Oct-2021 12:25:51.930',-1.598705,-0.809073,10.172787,113.029795,0.752294,4.320825
'21-Oct-2021 12:25:51.949',-1.54008,-0.623629,10.18834,112.759402,0.889153,4.813563
'21-Oct-2021 12:25:51.968',-1.608276,-0.421436,10.200304,112.53378,0.986339,5.167239
'21-Oct-2021 12:25:51.987',-1.63699,-0.407079,10.053145,112.395332,1.048612,5.226075
'21-Oct-2021 12:25:52.006',-1.036092,-0.507577,9.793225,112.278734,1.070556,5.002242
'21-Oct-2021 12:25:52.025',-0.408874,-0.582951,9.680762,112.127288,1.051397,4.663881
'21-Oct-2021 12:25:52.044',-0.340678,-0.553041,9.525229,111.953501,1.021867,4.37492
'21-Oct-2021 12:25:52.063',-0.687936,-0.410668,9.598209,111.820763,1.011885,4.130434
'21-Oct-2021 12:25:52.082',-0.997807,-0.289532,9.762118,111.692738,1.032145,4.03174
'21-Oct-2021 12:25:52.101',-1.105484,-0.263211,10.016056,111.554338,1.081227,4.132521
'21-Oct-2021 12:25:52.120',-1.020539,-0.289532,10.051949,111.382907,1.124619,4.314731
'21-Oct-2021 12:25:52.139',-0.90688,-0.232104,9.783653,111.197105,1.118364,4.411815
'21-Oct-2021 12:25:52.158',-0.927219,-0.128016,9.640084,111.030858,1.06491,4.396186
'21-Oct-2021 12:25:52.177',-0.999003,-0.089731,9.563514,110.906044,1.003041,4.357609
'21-Oct-2021 12:25:52.196',-0.988236,-0.154337,9.599406,110.805954,0.94998,4.34776
'21-Oct-2021 12:25:52.215',-0.972682,-0.235693,9.723833,110.711492,0.908863,4.360769
'21-Oct-2021 12:25:52.234',-1.014557,-0.320638,9.803992,110.603637,0.87397,4.377503
'21-Oct-2021 12:25:52.253',-0.955933,-0.295514,9.860224,110.49335,0.841144,4.354709
'21-Oct-2021 12:25:52.272',-0.902094,-0.180658,9.765707,110.384579,0.803423,4.28598
'21-Oct-2021 12:25:52.291',-0.89013,-0.086142,9.541979,110.300889,0.791194,4.220447
'21-Oct-2021 12:25:52.310',-0.964308,-0.031107,9.486943,110.240674,0.760278,4.144223
'21-Oct-2021 12:25:52.329',-0.994218,0.047856,9.626924,110.187419,0.730861,4.11872
'21-Oct-2021 12:25:52.348',-0.908076,0.161516,9.78485,110.130537,0.719568,4.161638
'21-Oct-2021 12:25:52.367',-0.869791,0.215653,9.777672,110.048664,0.719729,4.24679
'21-Oct-2021 12:25:52.386',-0.963111,0.231206,9.752547,109.968026,0.713145,4.313389
'21-Oct-2021 12:25:52.405',-1.066002,0.281456,9.705887,109.91596,0.706586,4.368692
'21-Oct-2021 12:25:52.424',-0.982254,0.391526,9.70469,109.896337,0.708003,4.433484
'21-Oct-2021 12:25:52.443',-0.97029,0.364008,9.753743,109.891276,0.707139,4.523869
'21-Oct-2021 12:25:52.462',-1.043271,0.099302,9.923634,109.903515,0.704219,4.583952
'21-Oct-2021 12:25:52.481',-0.990629,-0.232104,9.947562,109.940617,0.713303,4.628001
'21-Oct-2021 12:25:52.500',-0.775275,-0.429811,9.986146,110.002485,0.762596,4.677335
'21-Oct-2021 12:25:52.519',-0.807578,-0.444168,10.145268,110.095327,0.856984,4.726352
'21-Oct-2021 12:25:52.538',-1.033699,-0.357727,10.214661,110.237368,0.973425,4.719495
'21-Oct-2021 12:25:52.557',-1.008575,-0.380758,10.202697,110.393513,1.063695,4.688714
'21-Oct-2021 12:25:52.576',-0.880559,-0.472882,10.097412,110.517665,1.099684,4.695746
'21-Oct-2021 12:25:52.595',-0.930808,-1.114457,10.790434,110.626177,1.090259,4.703504
'21-Oct-2021 12:25:52.614',-1.602294,0.183051,8.297112,110.734544,1.061498,4.651244
