A;-0.6943185;0.45489833;9.414001
O;347.78403;-2.5323665;-0.4664905
A;0.4285621;0.29927522;9.61272
O;347.78403;-2.5323665;-0.4664905
A;-0.038307227;0.24899697;9.765948
O;347.78403;-2.5323665;-0.4664905
A;0.11492168;0.29209262;9.469068
O;347.78403;-2.5323665;-0.4664905
A;0.4189853;0.34955344;10.481815
O;347.78403;-2.5323665;-0.4664905
A;-0.50517654;0.62728083;9.7084875
O;347.78403;-2.5323665;-0.4664905
A;-1.0127473;1.4532804;10.000581
O;347.78403;-2.5323665;-0.4664905
A;-1.5275006;1.6280571;10.479421
O;347.78403;-2.5323665;-0.4664905
A;-1.673547;2.1092918;8.693346
O;347.78403;-2.5323665;-0.4664905
A;-2.633622;2.6503813;8.236053
O;347.78403;-2.5323665;-0.4664905
A;-3.892972;3.7493198;7.5944076
O;347.78403;-2.5323665;-0.4664905
A;-4.292804;4.7429137;6.2823853
O;347.78403;-2.5323665;-0.4664905
A;-5.1475334;5.530606;6.2632318
O;347.78403;-2.5323665;-0.4664905
A;-5.793968;6.2488666;5.9567738
O;347.78403;-2.5323665;-0.4664905
A;-5.2289367;6.7372837;4.4603977
O;347.78403;-2.5323665;-0.4664905
A;-5.535394;7.2209125;2.918532
O;347.78403;-2.5323665;-0.4664905
A;-5.645528;7.726089;1.0007763
O;347.78403;-2.5323665;-0.4664905
A;-5.518635;7.9631147;-0.38307226
O;347.78403;-2.5323665;-0.4664905
A;-5.1259856;8.101978;0.10534488
O;347.78403;-2.5323665;-0.4664905
A;-4.5872903;8.429984;-2.099715
O;347.78403;-2.5323665;-0.4664905
A;-4.570531;8.3868885;-3.2225955
O;347.78403;-2.5323665;-0.4664905
A;-4.012682;8.219295;-3.4859576
O;347.78403;-2.5323665;-0.4664905
A;-2.4277205;7.690176;-5.2480903
O;347.78403;-2.5323665;-0.4664905
A;-2.1021092;7.386112;-5.8442464
O;347.78403;-2.5323665;-0.4664905
A;-1.0965444;7.153875;-7.2424603
O;347.78403;-2.5323665;-0.4664905
A;-0.40462008;6.943185;-6.6415157
O;347.78403;-2.5323665;-0.4664905
A;1.1923125;5.9663506;-8.195353
O;347.78403;-2.5323665;-0.4664905
A;1.934515;5.2002063;-7.9152308
O;347.78403;-2.5323665;-0.4664905
A;2.2242134;4.522647;-8.446744
O;347.78403;-2.5323665;-0.4664905
A;2.7341783;3.9480386;-7.9846625
O;347.78403;-2.5323665;-0.4664905
A;3.6583402;3.2010477;-8.511387
O;347.78403;-2.5323665;-0.4664905
A;4.1491513;2.4277205;-8.305486
O;347.78403;-2.5323665;-0.4664905
A;5.08289;1.3431472;-8.128315
O;347.78403;-2.5323665;-0.4664905
A;4.9200845;1.1827357;-8.391677
O;347.78403;-2.5323665;-0.4664905
A;5.4899044;0.5315128;-7.4483614
O;347.78403;-2.5323665;-0.4664905
A;5.3582234;-0.6464345;-7.1083846
O;347.78403;-2.5323665;-0.4664905
A;6.10282;-1.4796166;-8.238448
O;347.78403;-2.5323665;-0.4664905
A;6.7229185;-1.2138603;-8.578424
O;347.78403;-2.5323665;-0.4664905
A;6.88333;-2.2840683;-7.4124484
O;347.78403;-2.5323665;-0.4664905
