A;-0.25139117;-0.045489833;9.77792
O;317.75348;-1.7698438;-3.7110121
A;-0.80924016;-0.10534488;9.160215
O;318.02664;-1.8611026;-3.8319035
A;-0.9576807;0.0;9.313444
O;317.92053;-1.6049569;-4.3439536
A;-0.49559975;-0.5650316;9.782708
O;317.59387;-0.9937273;-5.298308
A;-1.2569559;-0.4309563;9.555259
O;317.71124;-0.6147903;-7.2006807
A;-1.3814543;-0.23223756;9.198523
O;317.95157;-0.81046784;-8.737319
A;-2.303222;-0.6392518;9.655815
O;317.57925;-0.86075664;-11.496741
A;-3.0214825;-0.3184288;9.0476885
O;317.6137;-0.951338;-13.971236
A;-4.0653543;-0.47644615;8.506598
O;318.19467;-0.5266052;-17.190714
A;-4.5394063;-0.6799533;8.441956
O;318.1998;0.028014874;-20.109056
A;-4.903325;-0.28491;7.5561004
O;317.86594;0.20718485;-23.703932
A;-6.0262055;-0.9528923;7.2592196
O;317.9906;1.0786172;-28.286385
A;-7.2687964;-1.1611878;7.4148426
O;318.1489;1.554993;-32.665752
A;-7.5441294;-0.8690952;6.4308257
O;317.6125;1.4442368;-38.300743
A;-6.6846113;-1.0127473;4.0701427
O;316.61023;1.7221885;-44.180344
A;-9.267955;-0.8499416;3.6535518
O;316.23218;1.4292629;-48.489307
A;-9.636662;-0.7733272;2.5187001
O;316.1601;1.1389322;-52.020824
A;-9.150639;-0.5434838;0.557849
O;316.16205;1.0754458;-58.998295
A;-9.428367;-0.51475334;0.02873042
O;316.0272;0.5660407;-65.11358
A;-10.335769;-0.59136784;-1.2545617
O;316.02197;0.3110842;-70.81338
A;-9.085996;-0.6847417;-1.6256629
O;315.31815;0.49020696;-75.73066
A;-9.610326;-0.2753332;-4.333505
O;315.09415;0.23625179;-79.8461
A;-8.954314;-0.15801731;-5.3223104
O;315.22626;-0.5989997;-86.04943
A;-7.0724716;-0.18435353;-4.721366
O;314.7785;-178.41655;-89.96463
A;-7.752425;0.21308395;-6.691794
O;313.39972;-178.18083;-83.743965
A;-6.706159;-0.079008654;-7.1466923
O;313.31436;-177.93124;-80.46719
A;-5.7628436;-0.1340753;-7.9128366
O;313.27747;-177.97586;-75.52262
A;-4.185065;0.35194764;-8.896853
O;313.31262;-177.80937;-70.36034
A;-5.185841;-0.07182605;-9.648633
O;314.67426;-178.34999;-64.462776
A;-3.5625722;-0.24660277;-10.010158
O;314.51724;-177.95718;-60.380764
A;-2.6886885;0.25378537;-10.2974615
O;313.3092;-177.52112;-56.222725
A;-1.283292;0.10295067;-10.280702
O;312.90002;-177.34198;-52.466915
A;-1.1827357;0.033518825;-9.464279
O;311.7168;-176.88867;-50.936966
A;-1.1324574;-0.21308395;-10.414778
O;312.59543;-177.04654;-49.38919
A;0.533907;-0.22984336;-9.232041
O;313.57065;-177.19029;-44.69838
A;0.545878;-0.5722142;-9.516952
O;314.0731;-177.19989;-43.258114
A;1.0079589;-0.16280572;-9.284714
O;312.38406;-176.7674;-43.642666
A;-0.06464344;0.21308395;-11.370064
O;311.6134;-176.58582;-43.68806
