A;-3.3686419;3.8019924;-8.813056
O;291.95312;-152.65015;-60.44404
A;-2.825158;3.5098996;-9.100361
O;287.26813;-153.51724;-56.378494
A;-2.7269957;3.359065;-9.0237465
O;284.56125;-153.78438;-54.145283
A;2.078167;0.4213795;-9.598354
O;300.11343;-152.66197;-64.38785
A;-4.596867;3.3518825;9.083601
O;317.5546;-17.68177;-47.156345
A;-4.1539397;3.7948096;7.0365586
O;313.6548;-17.785612;-37.55886
A;-3.8139634;3.572149;7.386112
O;311.44522;-18.879824;-35.182987
A;-5.245696;4.5154643;7.201759
O;311.0847;-21.245888;-38.35447
A;-4.9679685;4.5633483;7.101202
O;310.8301;-22.51118;-39.693954
A;-5.6766524;5.446809;4.441244
O;310.61493;-23.908934;-41.608295
A;-2.327164;0.8283938;-9.672575
O;335.4396;-144.18077;-40.140064
A;-2.420538;0.8810662;-9.258378
O;335.18448;-143.747;-40.20365
A;-3.0621839;0.866701;-9.868899
O;335.30582;-143.99832;-40.121773
A;-2.3199813;0.89782566;-9.378088
O;331.63892;-143.19717;-37.87073
A;-1.7860745;0.93373865;-9.19134
O;330.77966;-142.92491;-37.072937
A;-2.195483;1.2473791;-10.251971
O;330.71262;-143.01424;-36.445435
A;-2.1068976;0.7493851;-9.548077
O;330.79404;-142.5638;-36.04508
A;-1.7286136;0.8810662;-9.873688
O;331.17252;-141.98296;-35.338943
A;-3.1651347;0.9816227;-9.112331
O;337.62903;-141.62209;-38.557987
A;-5.523423;1.0414777;-7.702147
O;355.67175;-141.38818;-48.873783
A;-6.6606693;1.115698;-7.6829934
O;4.039087;-141.59085;-53.541454
A;-7.180211;0.9983821;-6.727707
O;13.379869;-141.74652;-58.855377
A;-7.9846625;0.9911995;-5.4204726
O;21.295612;-141.90457;-63.70932
A;-8.698134;0.9624691;-4.4843397
O;33.088142;-142.02623;-71.46967
A;-9.0429;0.92895025;-3.4380736
O;37.317005;-141.99106;-74.598915
A;-9.399636;0.90500826;-2.2146366
O;46.239475;-142.21509;-80.97425
A;-9.615114;0.770933;-0.59136784
O;56.206562;-142.6132;-88.99949
A;-9.751583;0.7757214;0.19153613
O;58.786217;-37.046333;-85.3131
A;-9.629479;0.91697925;1.0965444
O;60.134052;-36.955658;-79.584915
A;-9.552865;0.6943185;2.858677
O;60.834167;-36.640793;-74.90881
A;-8.810662;0.7637503;3.3207579
O;62.686855;-36.370804;-68.85589
A;-8.643068;0.4429273;5.056554
O;63.723125;-36.009037;-65.12414
A;-7.668628;0.56982;5.542577
O;64.62322;-36.282345;-60.434704
A;-7.6231384;0.641646;5.9998693
O;65.49129;-36.006542;-57.338474
A;-6.447585;0.5243302;7.065289
O;66.16358;-35.83311;-52.168205
A;-5.9663506;0.6991069;7.5465236
O;66.79612;-35.752346;-49.459885
A;-3.9264908;0.4261679;8.161834
O;67.4023;-35.774437;-43.292156
A;-3.6774938;0.18435353;9.552865
O;68.16226;-34.91522;-37.748333
A;-2.6551697;0.4333505;8.796297
O;68.928154;-34.707428;-34.77796
A;-2.1021092;0.30406362;9.198523
O;69.69408;-33.677383;-30.317776
A;-1.532289;-0.16998832;10.443508
O;70.20491;-32.79086;-28.779587
A;-0.6871359;0.31603462;8.619126
O;70.89315;-33.429333;-25.261246
A;0.39504328;0.059855044;9.801862
O;70.88459;-33.672802;-22.731705
A;0.15322891;0.23223756;9.560047
O;70.889656;-33.187786;-21.487309
A;-0.22505496;-0.107739076;10.0341
O;71.04067;-32.74445;-21.48617
A;0.10534488;-0.17477672;9.588778
O;70.86364;-32.259922;-20.964634
A;0.19153613;0.095768064;9.409213
O;71.000175;-32.146755;-21.213305
A;0.110133275;-0.090979666;9.959879
O;71.212166;-32.11546;-21.663815
A;0.25857377;-0.49320555;9.911995
O;71.40773;-32.012997;-22.144674
