A;-0.40940848;0.6584055;-10.548853
O;327.49103;-163.51613;-14.041976
A;-0.46686932;1.1228806;-9.9790325
O;328.21542;-163.55252;-14.56551
A;-0.6823475;0.8619126;-9.8042555
O;326.64868;-163.42815;-14.661693
A;-0.90500826;0.8283938;-9.849746
O;332.84067;-163.81946;-15.035127
A;-1.1061212;0.7589619;-9.222465
O;332.69217;-163.71034;-18.661015
A;-2.123657;0.61052144;-8.774749
O;342.79282;-164.31783;-23.926435
A;-3.0334535;0.5482722;-8.597578
O;355.71396;-165.23868;-28.230629
A;-3.7732618;0.4189853;-9.703699
O;359.03488;-165.45056;-33.374256
A;-5.746084;0.61770403;-8.583213
O;359.3586;-165.12747;-43.480175
A;-6.7348895;0.56982;-6.9288197
O;13.237009;-164.88365;-50.61633
A;-7.2592196;0.50038815;-5.8801594
O;26.926826;-164.75871;-57.47807
A;-8.674192;0.6584055;-5.6239796
O;38.87556;-164.62694;-63.551025
A;-8.719683;0.58418524;-4.1371803
O;51.87405;-164.60625;-70.19077
A;-9.239224;0.5482722;-2.9496565
O;63.676174;-164.86742;-76.44668
A;-9.734824;0.59376204;-1.2162545
O;76.19101;-164.70355;-84.13321
A;-9.876082;0.6512229;-0.12689269
O;84.15485;-15.398495;-88.76057
A;-9.801862;0.58657944;0.46208093
O;84.65786;-15.833249;-82.991974
A;-8.90643;0.5793968;1.7046716
O;85.24929;-15.812727;-77.123024
A;-9.404425;0.4381389;3.193865
O;85.9431;-15.341931;-73.10106
A;-8.935161;0.50038815;3.3973722
O;86.01006;-15.009448;-68.13059
A;-8.901642;0.25378537;3.8786068
O;85.600266;-14.418823;-62.579662
A;-7.381324;0.08619126;4.7405195
O;84.56849;-14.18104;-56.50344
A;-7.4124484;0.37828386;6.2129536
O;84.261406;-14.062701;-50.116734
A;-6.670246;0.4141969;6.5601125
O;84.02359;-14.280408;-44.721962
A;-5.305551;0.37828386;8.772355
O;82.92133;-13.527934;-38.242588
A;-4.3119574;0.11731588;8.595184
O;83.09101;-13.770892;-33.04166
A;-3.2010477;0.2873042;9.062054
O;82.41955;-13.769934;-26.106173
A;-2.1452048;-0.1388637;9.935937
O;81.52409;-12.232808;-20.126804
A;-0.17238252;-0.59376204;9.830592
O;80.920074;-10.965009;-15.763375
A;-0.830788;-0.49320555;9.509769
O;81.822624;-10.23544;-13.309767
A;-0.6943185;-0.51475334;10.043676
O;82.50279;-10.195289;-12.090082
A;-0.5674258;-0.5291186;10.223241
O;82.38122;-9.769131;-12.042172
A;-0.5315128;-0.16519992;8.6813755
O;82.15896;-10.714991;-11.54954
A;-0.6703765;-0.04070143;9.713276
O;82.1221;-11.294671;-11.756865
A;-0.5793968;-0.074220255;9.330204
O;82.44723;-11.670436;-11.962723
