A;1.2497733;0.7374141;9.299079
O;347.75696;0.09597533;-2.1045394
A;0.16998832;0.89543146;10.299856
O;347.75696;0.09597533;-2.1045394
A;-0.047884032;0.89064306;9.68694
O;347.75696;0.09597533;-2.1045394
A;0.272939;0.7422025;9.174581
O;347.75696;0.09597533;-2.1045394
A;-0.6799533;0.9816227;9.746795
O;347.75696;0.09597533;-2.1045394
A;-0.23223756;0.8762778;10.433931
O;347.75696;0.09597533;-2.1045394
A;0.059855044;1.1300632;9.739613
O;347.75696;0.09597533;-2.1045394
A;-1.3479356;1.6711528;9.066842
O;347.75696;0.09597533;-2.1045394
A;-2.9616275;2.0374656;9.44752
O;347.75696;0.09597533;-2.1045394
A;-4.4795513;2.870648;6.8043213
O;347.75696;0.09597533;-2.1045394
A;-4.6902413;2.9640217;7.4148426
O;347.75696;0.09597533;-2.1045394
A;-5.995081;3.7780502;7.1251445
O;347.75696;0.09597533;-2.1045394
A;-6.229713;4.402937;4.24492
O;347.75696;0.09597533;-2.1045394
A;-6.114791;5.1235914;3.478775
O;347.75696;0.09597533;-2.1045394
A;-7.40766;5.717354;3.2273839
O;347.75696;0.09597533;-2.1045394
A;-7.228095;5.9567738;3.3039982
O;347.75696;0.09597533;-2.1045394
A;-6.483498;6.7253127;1.5251064
O;347.75696;0.09597533;-2.1045394
A;-5.363012;7.1945763;-0.48123455
O;347.75696;0.09597533;-2.1045394
A;-6.811504;7.941567;-0.6655881
O;347.75696;0.09597533;-2.1045394
A;-4.27365;7.8529816;-2.2864625
O;347.75696;0.09597533;-2.1045394
A;-3.7732618;8.013393;-3.5577838
O;347.75696;0.09597533;-2.1045394
A;-3.1268275;7.7931266;-4.189853
O;347.75696;0.09597533;-2.1045394
A;-0.9696517;7.4244194;-6.3446345
O;347.75696;0.09597533;-2.1045394
A;0.58657944;6.519411;-6.337452
O;347.75696;0.09597533;-2.1045394
A;2.5689783;6.1076083;-7.5920134
O;347.75696;0.09597533;-2.1045394
A;3.040636;5.913678;-8.360553
O;347.75696;0.09597533;-2.1045394
A;2.5139117;5.118803;-7.395689
O;347.75696;0.09597533;-2.1045394
A;4.6351743;4.098873;-8.987833
O;347.75696;0.09597533;-2.1045394
A;4.76925;3.2202013;-6.8450227
O;347.75696;0.09597533;-2.1045394
A;4.9224787;2.1499932;-7.563283
O;347.75696;0.09597533;-2.1045394
A;7.8050976;0.4309563;-7.843405
O;347.75696;0.09597533;-2.1045394
A;6.1100025;0.79008657;-7.299921
O;347.75696;0.09597533;-2.1045394
A;8.865729;-0.7326257;-9.579201
O;347.75696;0.09597533;-2.1045394
